P/L,P/RECEITA_(PSR),P/VP,Dividend_Yield,PAYOUT,MARGEM_LÍQUIDA,MARGEM_BRUTA,MARGEM_EBIT,MARGEM_EBITDA,EV/EBIT,P/EBIT,P/ATIVO,P/CAP.GIRO,P/ATIVO_CIRC_LIQ,VPA,LPA,GIRO_ATIVOS,ROE,ROIC,ROA,PATRIMÔNIO_/_ATIVOS,PASSIVOS_/_ATIVOS,LIQUIDEZ_CORRENTE,CAGR_RECEITAS_5_ANOS,CAGR_LUCROS_5_ANOS,Papel,EV/EBITDA,P/EBITDA,DÍVIDA_LÍQUIDA_/_PATRIMÔNIO,DÍVIDA_LÍQUIDA_/_EBITDA,DÍVIDA_LÍQUIDA_/_EBIT,DÍVIDA_BRUTA_/_PATRIMÔNIO
3.48,0.4,0.63,15.42,51.28,11.39,38.64,16.06,0.0,2.83,2.47,0.04,-3.44,-0.09,43.65,7.9,0.11,18.11,23.32,1.25,0.07,0.93,0.98,15.23,21.97,BGIP4,,,,,,
9.72,1.15,12.02,8.48,76.53,11.79,22.49,20.87,25.35,7.84,5.49,1.22,9.5,-1.65,10.72,13.26,1.06,123.69,22.85,12.52,0.1,0.9,1.95,12.36,8.83,CGAS5,6.46,4.52,5.18,1.95,2.36,5.98
17.09,1.78,3.5,1.44,22.93,10.44,25.04,7.79,9.82,8.54,22.89,2.41,10.19,-5.16,24.97,5.12,1.35,20.5,13.22,14.08,0.69,0.31,1.79,6.07,2.67,BAUH4,6.78,18.17,-0.34,-1.75,-2.2,0.01
6.19,2.46,0.98,7.73,47.9,39.74,39.29,58.41,58.84,6.06,4.21,0.46,3.66,-0.54,31.27,4.93,0.19,15.76,12.9,7.52,0.47,0.52,5.95,17.19,-0.47,ISAE3,6.01,4.18,0.6,2.55,2.57,0.68
5.08,0.76,0.86,8.44,55.16,14.96,61.72,20.12,22.58,2.85,3.78,0.56,1.1,-2.08,18.63,3.17,0.74,16.99,16.26,11.17,0.65,0.36,3.3,4.93,13.85,BALM4,2.54,3.37,-0.34,-1.34,-1.5,0.09
10.21,0.75,3.26,6.59,67.24,7.35,25.13,17.87,22.9,8.26,4.2,0.45,6.16,-0.61,1.97,0.63,0.6,31.93,13.37,6.04,0.14,0.79,1.38,9.85,8.16,REDE3,6.44,3.27,3.15,3.17,4.06,3.88
-8.62,,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,-7.79,-8.69,4.51,-61.26,-4.52,-7.04,-0.44,0.0,-6.26,6.21,-52.33,-8.36,9.36,0.02,-100.0,,MAPT4,,,0.0,,0.0,0.0
12.72,0.51,-0.61,0.0,0.0,4.0,27.57,14.21,16.44,3.58,3.58,0.48,-0.5,-1.11,-42.32,2.04,0.95,-4.83,-14.65,3.82,-0.79,1.79,0.37,6.91,-2.6,MNPR3,3.09,3.09,0.0,0.0,0.0,0.0
8.36,3.86,1.35,10.38,82.11,46.17,53.68,59.7,60.82,3.33,6.47,0.99,1.93,-2.3,15.47,2.5,0.26,16.18,15.92,15.38,0.73,0.1,9.39,-22.86,-12.75,CEBR6,3.27,6.35,-0.61,-2.87,-2.92,0.0
-0.71,0.2,0.45,0.0,0.0,-28.54,15.6,0.58,1.93,199.918.20,34.97,0.07,0.34,-0.14,5.04,-3.16,0.36,-62.76,0.0,-10.07,0.17,0.82,1.79,8.89,,RDNI3,60.114.22,10.52,2.552.16,60.103.70,199.883.22,2.552.29
12.26,2.75,2.01,19.46,102.32,22.44,41.18,38.58,71.01,7.35,7.13,0.97,-9.13,-1.18,17.91,2.94,0.35,16.41,13.79,7.89,0.48,0.52,0.63,-3.14,-16.93,GEPA4,3.99,3.87,0.11,0.22,0.4,0.37
-1.01,0.09,-0.13,0.0,0.0,-8.46,19.29,7.5,10.51,12.96,1.13,0.06,1.57,-0.08,-53.0,-6.96,0.68,-13.14,20.14,-5.76,-0.44,1.44,1.13,9.85,,CEED3,9.25,0.81,-1.38,8.43,11.82,-1.58
0.15,0.5,-0.04,0.0,0.0,327.6,28.74,-311.91,-311.65,-1.5,-0.16,0.08,-0.14,-0.17,-47.95,13.63,0.17,-28.42,101.01,54.92,-1.93,2.93,0.45,2.06,,RSID3,-1.5,-0.16,-0.36,-1.34,-1.34,-0.39
19.55,7.21,0.78,2.34,44.7,36.86,58.44,30.99,46.14,21.82,23.26,0.54,3.16,-0.69,47.53,1.9,0.08,3.99,2.66,2.77,0.69,0.31,5.51,-11.66,-40.08,PEAB4,14.65,15.62,-0.06,-1.15,-1.72,0.18
9.04,0.91,3.74,10.51,123.52,10.08,27.89,22.83,27.18,7.25,3.99,0.71,14.06,-0.96,12.04,4.98,0.78,41.32,18.59,7.84,0.19,0.81,1.24,6.96,10.24,EKTR3,6.09,3.35,2.92,2.62,3.12,3.18
23.43,,0.35,0.0,47.36,0.0,0.0,0.0,0.0,36.4,40.03,0.35,7.42,-0.37,12.84,0.19,0.0,1.5,0.83,1.49,1.0,0.0,14.69,-100.0,-13.69,RPAD3,55.18,60.68,-0.05,-8.5,-5.61,0.0
-1.44,0.66,0.31,0.0,0.0,-45.7,-22.4,-15.55,-5.39,-11.84,-4.22,0.11,1.37,-0.16,9.13,-1.95,0.17,-21.36,-4.49,-7.79,0.36,0.64,1.37,-25.62,,CTSA3,-34.15,-12.17,0.76,-30.33,-10.51,0.91
5.84,0.45,0.91,6.43,36.83,7.72,17.59,11.84,13.45,3.7,3.81,0.56,1.28,-1.63,9.15,1.43,1.25,15.64,13.4,9.85,0.62,0.38,3.06,15.28,2.14,DEXP4,3.26,3.35,-0.04,-0.13,-0.15,0.24
-4.44,0.73,0.88,0.0,0.0,-16.51,2.03,-5.11,-0.85,-9.68,-14.35,0.6,1.42,-1.57,20.32,-4.05,0.82,-19.93,-19.93,-13.49,0.68,0.32,3.13,-0.54,,CRPG3,-57.97,-85.93,-0.22,21.4,3.57,0.02
3.51,0.57,0.99,3.87,13.22,16.13,29.1,20.74,41.65,3.37,2.73,0.52,5.6,-0.9,14.98,4.21,0.91,28.11,23.16,14.7,0.52,0.48,1.27,18.47,30.29,EALT3,1.68,1.36,0.29,0.4,0.81,0.32
10.92,0.51,0.79,2.97,33.74,4.69,14.84,6.42,11.24,8.17,7.97,0.4,1.16,-0.9,11.03,0.8,0.77,7.28,5.75,4.53,0.5,0.5,2.56,7.95,11.66,PTNT3,4.67,4.55,0.27,1.53,2.68,0.73
0.84,0.38,-0.84,0.0,0.0,45.45,69.51,73.03,78.46,0.38,0.52,0.13,-1.18,-0.16,-4.41,4.41,0.34,-100.0,-149.85,15.52,-0.16,1.16,0.64,37.59,,HOOT4,0.35,0.49,0.4,-0.23,-0.25,-0.01
10.52,0.74,0.83,4.5,30.2,7.06,23.76,7.29,9.93,9.69,10.19,0.7,1.12,-2.94,52.86,4.18,0.94,7.91,3.08,6.63,0.84,0.16,5.36,7.21,-8.47,MTSA4,7.11,7.48,-0.33,-2.93,-4.0,0.03
7.04,0.57,0.64,3.65,28.48,8.13,34.04,14.02,17.5,5.43,4.08,0.35,1.72,-0.58,28.64,2.6,0.61,9.07,9.55,4.96,0.55,0.45,2.06,10.5,10.79,EUCA3,4.35,3.27,0.22,1.13,1.41,0.4
7.09,0.46,-0.28,0.0,0.0,6.53,24.84,-0.38,1.74,91.25,-121.66,0.21,0.4,-1.93,-4.27,0.17,0.45,-3.9,398.58,2.95,-0.76,1.76,2.43,0.36,-18.71,HAGA4,-20.0,26.67,0.55,-53.15,242.46,-0.41
-19.17,,1.57,39.53,-1.020.87,0.0,0.0,0.0,0.0,-4.54,-6.98,0.73,1.45,-1.85,80.88,-6.62,0.0,-8.19,-21.73,-3.83,0.47,0.53,6.12,-100.0,,MOAR3,-4.55,-6.99,-0.55,2.44,2.44,0.68
11.06,1.78,1.63,2.26,33.31,16.12,26.46,17.21,19.82,9.28,10.35,1.29,3.07,-3.19,110.12,16.28,0.73,14.79,12.14,11.71,0.79,0.21,3.45,10.29,30.24,TKNO3,8.06,8.99,-0.21,-1.16,-1.34,0.01
9.24,1.07,2.27,9.48,84.83,11.55,27.93,13.55,19.43,9.23,7.88,0.83,3.8,-1.36,23.41,5.75,0.77,24.57,10.41,8.95,0.36,0.63,2.24,7.82,11.97,UNIP5,6.44,5.49,0.37,0.89,1.27,0.93
9.69,1.14,11.99,7.73,76.53,11.79,22.49,20.87,25.35,7.84,5.48,1.21,9.47,-1.65,10.72,13.26,1.06,123.69,22.85,12.52,0.1,0.9,1.95,12.36,8.83,CGAS3,6.46,4.51,5.18,1.95,2.36,5.98
5.15,0.59,1.71,12.56,0.0,11.54,30.11,15.95,18.57,2.56,3.72,1.05,3.61,-2.38,29.12,9.69,1.76,33.29,27.63,20.44,0.61,0.39,2.07,26.28,2.6,SOND5,2.19,3.2,-0.44,-0.81,-0.95,0.0
6.15,1.2,1.1,4.19,20.74,19.59,42.81,35.08,49.87,5.4,3.43,0.42,4.38,-0.54,22.79,4.07,0.34,17.84,11.77,6.75,0.38,0.62,1.67,14.38,26.29,MRSA5B,3.8,2.42,0.59,1.31,1.86,1.07
6.45,0.26,1.01,6.24,44.89,4.08,12.41,6.84,7.07,5.62,3.85,0.56,1.65,-1.38,21.82,3.42,2.14,15.69,12.08,8.74,0.56,0.44,2.36,25.24,18.03,WLMM4,5.43,3.72,0.42,1.56,1.62,0.53
66.8,0.18,1.08,0.0,0.0,0.26,37.67,12.68,14.26,5.18,1.38,0.12,-1.26,-0.21,16.14,0.26,0.7,1.62,18.99,0.18,0.11,0.89,0.81,14.03,,MNDL3,4.61,1.23,2.98,3.38,3.8,3.0
1.72,0.17,0.54,0.0,0.0,9.64,28.99,15.04,17.39,3.71,1.1,0.18,2.59,-0.31,31.52,9.98,1.07,31.67,18.15,10.27,0.32,0.68,1.19,10.84,,CEDO4,3.21,0.95,1.22,2.14,2.47,1.25
11.35,1.44,1.27,7.29,79.47,12.73,22.1,19.07,25.37,10.75,7.57,0.55,6.34,-0.76,8.81,0.99,0.38,11.2,8.38,4.86,0.44,0.56,1.48,4.22,-5.6,CPLE5,8.08,5.69,0.48,2.17,2.89,0.72
12.25,0.8,-0.48,0.0,0.0,6.53,24.84,-0.38,1.74,91.25,-210.32,0.36,0.69,-3.34,-4.27,0.17,0.45,-3.9,398.58,2.95,-0.76,1.76,2.43,0.36,-18.71,HAGA3,-20.0,46.11,0.55,-53.15,242.46,-0.41
523.95,,290.85,0.0,0.0,0.0,0.0,0.0,0.0,523.95,523.95,3.25,,-290.85,0.0,0.0,0.0,55.51,55.51,0.62,0.01,0.99,1.0,-100.0,,PPLA11,,,0.0,,0.0,0.0
11.99,11.54,0.87,8.65,100.0,96.24,30.53,-4.01,-0.51,-26.77,-288.02,0.76,1.04,-3.27,454.3,33.13,0.07,7.29,-2.64,6.35,0.87,0.13,20.54,-6.4,34.07,BMKS3,-209.84,-2.257.38,-0.79,2.047.54,261.25,0.02
1.76,0.3,11.37,0.0,0.0,16.86,46.54,13.8,16.56,5.93,2.14,0.3,0.98,-0.86,2.99,19.36,1.01,647.44,13.64,16.97,0.03,0.97,1.87,13.39,8.34,CTKA4,4.94,1.79,20.04,3.15,3.78,23.99
2.37,0.39,1.12,0.0,0.0,16.64,17.28,12.6,13.04,2.58,3.13,0.49,1.55,-0.91,28.4,13.48,1.25,47.45,27.64,20.83,0.44,0.56,3.3,26.5,,AHEB3,2.49,3.03,-0.21,-0.57,-0.59,0.02
12.97,1.77,1.2,3.99,55.19,13.64,19.68,6.09,16.07,17.42,29.02,0.93,3.56,-1.51,9.52,0.88,0.53,9.23,3.38,7.17,0.78,0.22,3.09,7.02,34.73,FESA3,6.6,11.0,-0.14,-1.33,-3.51,0.1
11.67,1.88,1.73,3.71,33.31,16.12,26.46,17.21,19.82,9.28,10.93,1.37,3.24,-3.37,110.12,16.28,0.73,14.79,12.14,11.71,0.79,0.21,3.45,10.29,30.24,TKNO4,8.06,9.49,-0.21,-1.16,-1.34,0.01
9.64,0.38,1.07,20.52,170.03,3.99,12.3,6.16,7.17,6.57,6.24,0.52,1.29,-1.98,32.85,3.63,1.35,11.05,7.8,5.39,0.49,0.51,2.2,8.7,-13.79,PATI3,5.64,5.36,0.06,0.31,0.36,0.59
12.47,3.7,0.4,21.02,135.11,29.66,52.98,-63.92,-61.39,-10.99,-5.79,0.16,4.86,-0.18,70.91,2.25,0.04,3.17,-5.59,1.27,0.4,0.6,1.37,-7.24,71.36,HBTS5,-11.44,-6.03,0.36,-5.42,-5.2,0.43
-0.5,0.32,-0.06,0.0,0.0,-63.98,19.03,-36.02,-32.23,-12.1,-0.89,0.03,-0.05,-0.04,-145.99,-16.8,0.08,-11.51,51.98,-5.08,-0.44,1.44,0.46,15.58,,BDLL4,-13.53,-0.99,-0.73,-12.54,-11.22,-0.8
5.16,0.59,1.72,12.55,0.0,11.54,30.11,15.95,18.57,2.56,3.73,1.05,3.62,-2.38,29.12,9.69,1.76,33.29,27.63,20.44,0.61,0.39,2.07,26.28,2.6,SOND6,2.19,3.2,-0.44,-0.81,-0.95,0.0
2.1,0.2,0.67,0.0,0.0,9.64,28.99,15.04,17.39,3.71,1.35,0.22,3.17,-0.38,31.52,9.98,1.07,31.67,18.15,10.27,0.32,0.68,1.19,10.84,,CEDO3,3.21,1.17,1.22,2.14,2.47,1.25
-0.5,0.06,-0.12,0.0,0.0,-12.02,13.08,-0.38,3.62,-81.94,-15.6,0.11,-0.21,-0.16,-46.45,-11.1,1.81,-23.89,10.97,-21.69,-0.91,1.91,0.39,25.45,,PLAS3,8.64,1.64,-0.5,6.99,-66.34,-0.54
-1.06,0.17,-0.05,0.0,0.0,-16.17,41.9,0.14,1.53,571.3,119.04,0.09,-0.04,-0.13,-70.89,-3.28,0.5,-4.63,-0.05,-8.06,-1.74,2.74,0.14,3.42,,ESTR4,54.01,11.25,-0.18,41.13,435.1,-0.18
6.22,0.77,1.17,9.51,0.0,12.37,29.44,17.22,21.82,7.2,4.47,0.47,38.7,-0.63,24.56,4.63,0.62,18.85,12.79,7.63,0.4,0.6,1.05,,,EQMA3B,5.68,3.52,0.72,2.16,2.74,0.88
2.31,0.62,0.54,5.74,7.06,26.99,29.34,14.77,26.15,2.53,4.21,0.38,8.87,-0.44,7.56,1.76,0.61,23.24,-0.65,16.47,0.71,0.29,1.41,5.28,34.1,LUXM4,1.43,2.38,0.0,0.02,0.03,0.12
-1.09,0.05,-0.02,0.0,0.0,-4.31,24.78,29.5,31.38,1.11,0.16,0.08,-0.68,-0.19,-158.56,-3.25,1.67,-2.05,-15.79,-6.95,-3.5,4.53,0.84,13.54,,SNSY5,1.05,0.15,-0.1,0.69,0.74,-0.11
21.32,6.23,1.96,5.74,165.96,29.22,59.71,47.94,48.85,13.19,12.99,1.34,9.88,-1.77,3.81,0.35,0.21,9.2,9.63,7.41,0.68,0.32,2.24,16.09,6.93,AFLT3,12.95,12.75,0.03,0.2,0.2,0.13
0.95,0.08,1.13,0.0,0.0,8.74,12.15,21.95,24.07,1.76,0.38,0.07,-0.75,-0.12,9.64,11.43,0.88,118.56,52.87,7.69,0.06,0.94,0.79,12.96,-1.12,MWET4,1.6,0.35,4.02,1.23,1.35,4.44
-77.58,0.51,0.47,0.26,-18.59,-0.65,20.16,-2.04,1.33,-39.79,-24.8,0.33,0.68,-0.77,9.17,-0.06,0.64,-0.6,-1.64,-0.42,0.7,0.3,6.0,4.16,,DOHL4,61.15,38.12,0.11,8.89,-5.79,0.22
8.68,0.35,0.96,10.33,170.03,3.99,12.3,6.16,7.17,6.57,5.62,0.47,1.16,-1.78,32.85,3.63,1.35,11.05,7.8,5.39,0.49,0.51,2.2,8.7,-13.79,PATI4,5.64,4.82,0.06,0.31,0.36,0.59
-70.05,0.68,3.83,0.0,0.0,-0.98,16.65,6.99,10.19,14.21,9.78,0.81,6.34,-2.58,65.19,-3.57,1.19,-5.47,11.39,-1.7,0.21,0.79,1.23,9.72,,FRIO3,9.75,6.71,1.74,3.04,4.43,2.0
5.14,0.4,0.42,2.99,0.0,7.69,16.77,10.79,20.25,8.17,3.67,0.18,-1.36,-0.23,33.42,2.72,0.45,8.15,2.81,3.47,0.43,0.57,0.62,7.64,69.85,CBEE3,4.35,1.95,0.51,2.4,4.5,0.55
1.08,15.66,-0.32,0.0,0.0,1.456.06,82.55,1.394.68,1.394.68,2.21,1.12,2.02,-0.31,-2.2,-18.69,5.5,0.13,-29.4,-29.36,188.01,-6.4,7.4,0.01,9.06,,NORD3,2.21,1.12,-0.31,1.09,1.09,-0.31
-0.01,0.04,-0.01,0.0,0.0,-319.31,66.69,-47.81,-46.66,-24.42,-0.09,0.01,-0.51,-0.01,-730.91,-304.27,0.15,-41.63,-13.66,-49.37,-1.19,2.19,0.92,14.9,,GSHP3,-25.03,-0.1,-1.52,-24.93,-24.33,-1.6
8.1,1.41,2.92,9.28,86.75,17.37,31.06,22.79,26.56,6.83,6.18,0.91,10.64,-1.35,2.43,0.88,0.65,36.01,18.99,11.21,0.31,0.69,1.35,13.7,21.96,EQPA6,5.86,5.3,0.8,1.45,1.69,1.27
9.75,1.72,0.58,8.36,29.55,17.62,35.13,29.4,0.0,6.79,5.84,0.15,-0.26,-0.17,28.96,1.72,0.09,5.93,5.93,1.53,0.26,0.74,0.2,33.23,27.57,BMIN4,,,0.0,,-0.02,0.0
13.72,1.67,3.43,4.7,60.38,12.15,26.26,19.42,23.47,12.14,8.58,0.96,9.76,-1.33,18.36,4.59,0.58,25.01,12.52,7.02,0.28,0.72,1.56,10.18,8.2,ENMT4,10.04,7.1,1.46,3.02,3.65,1.83
-0.75,0.09,-1.64,0.0,0.0,-11.75,7.72,-1.19,5.03,-46.01,-7.4,0.07,0.85,-0.11,-5.31,-11.64,0.83,-219.0,-12.82,-10.51,-0.04,1.04,1.32,6.16,,BRKM6,10.87,1.75,-8.52,9.09,-38.46,-11.6
6.63,0.99,1.13,6.46,55.16,14.96,61.72,20.12,22.58,2.85,4.93,0.73,1.43,-2.72,18.63,3.17,0.74,16.99,16.26,11.17,0.65,0.36,3.3,4.93,13.85,BALM3,2.54,4.4,-0.34,-1.34,-1.5,0.09
-3.95,0.65,0.79,0.0,0.0,-16.51,2.03,-5.11,-0.85,-9.68,-12.77,0.53,1.26,-1.4,20.32,-4.05,0.82,-19.93,-19.93,-13.49,0.68,0.32,3.13,-0.54,,CRPG6,-57.97,-76.47,-0.22,21.4,3.57,0.02
3.94,1.0,0.61,6.04,24.0,25.45,43.89,47.15,0.0,2.13,2.13,0.12,0.48,-1.2,163.42,25.28,0.12,15.47,17.09,3.08,0.2,0.8,1.39,16.8,16.46,BNBR3,,,,,,
-38.01,5.36,28.8,0.0,0.0,-14.1,28.52,-6.77,258.75,-193.86,-79.12,3.99,9.0,-44.37,0.1,-0.08,0.74,-75.79,-36.4,-10.5,0.14,0.86,1.95,-18.04,,DTCY3,5.07,2.07,-0.95,-0.07,2.6,0.0
6.92,0.51,1.7,3.51,47.09,7.37,48.47,3.04,0.0,18.38,16.77,0.12,-1.13,-0.52,18.14,4.46,0.23,24.59,9.11,1.76,0.07,0.93,0.88,23.2,25.84,BMEB3,,,,,,
-100.64,,131.69,0.0,0.0,0.0,0.0,0.0,0.0,-171.28,-172.6,0.26,131.69,-0.26,0.05,-0.06,0.0,-130.85,-76.3,-0.26,0.0,1.0,27.94,,,PSVM11,-171.28,-172.6,-1.0,1.31,1.31,0.0
6.52,1.28,1.16,3.59,20.74,19.59,42.81,35.08,49.87,5.4,3.64,0.44,4.64,-0.58,22.79,4.07,0.34,17.84,11.77,6.75,0.38,0.62,1.67,14.38,26.29,MRSA3B,3.8,2.56,0.59,1.31,1.86,1.07
20.03,7.38,0.8,2.18,44.7,36.86,58.44,30.99,46.14,21.82,23.82,0.56,3.24,-0.7,47.53,1.9,0.08,3.99,2.66,2.77,0.69,0.31,5.51,-11.66,-40.08,PEAB3,14.65,16.0,-0.06,-1.15,-1.72,0.18
6.15,1.2,1.1,4.19,20.74,19.59,42.81,35.08,49.87,5.4,3.43,0.42,4.38,-0.54,22.79,4.07,0.34,17.84,11.77,6.75,0.38,0.62,1.67,14.38,26.29,MRSA6B,3.8,2.42,0.59,1.31,1.86,1.07
4.43,0.57,1.16,4.93,38.33,12.88,31.71,23.95,30.32,6.34,2.38,0.31,-11.33,-0.37,32.28,8.45,0.54,26.17,16.49,6.67,0.26,0.74,0.86,8.78,11.83,CEEB5,5.01,1.88,1.78,2.89,3.66,1.84
8.52,0.37,0.62,8.57,58.41,4.3,31.86,4.41,0.0,5.89,8.3,0.04,11.41,-0.04,25.84,1.88,0.12,7.26,7.26,0.51,0.07,0.93,1.33,16.76,1.07,BRSR5,,,,,,
7.37,1.28,2.66,10.2,86.75,17.37,31.06,22.79,26.56,6.83,5.62,0.83,9.68,-1.23,2.43,0.88,0.65,36.01,18.99,11.21,0.31,0.69,1.35,13.7,21.96,EQPA5,5.86,4.82,0.8,1.45,1.69,1.27
11.34,2.54,1.86,21.04,102.32,22.44,41.18,38.58,71.01,7.35,6.6,0.9,-8.45,-1.1,17.91,2.94,0.35,16.41,13.79,7.89,0.48,0.52,0.63,-3.14,-16.93,GEPA3,3.99,3.58,0.11,0.22,0.4,0.37
9.83,0.43,0.73,4.22,35.13,4.38,17.55,13.41,21.47,7.09,3.21,0.25,-1.67,-0.31,44.01,3.25,0.58,7.4,10.88,2.56,0.35,0.65,0.57,8.58,7.91,COCE3,4.43,2.01,1.03,2.85,4.56,1.07
5.34,0.36,1.02,8.18,16.68,6.67,17.23,11.83,15.04,5.69,3.01,0.29,4.21,-0.43,100.17,19.09,0.82,19.06,13.06,5.48,0.29,0.71,1.28,4.49,7.26,CLSC3,4.47,2.37,0.9,2.09,2.65,1.09
